Sentence,Sentiment
the latter has been especially important in where the safety of employees has been a top priority during the pandemic,neutral
in dsv panalpina we take part in pushing the industry forward towards a more digitalised future,neutral
technology helps us support our customers effectively and professionally with better products and value added services,neutral
it is also an important tool for our employees in securing our companyos productivity and efficiency,neutral
in we have taken important steps forward in several areas we have introduced new advanced track and trace services creating visibility in supply chains,neutral
we have implemented new robotic storage and retrieval systems in our warehouses that are particularly suited for e commerce operations,neutral
and we have tested our first autonomous drones which help us manage inventory in warehouses,neutral
we met our goals ahead of schedule and i am happy that we can now announce a new set of ambitious targets,neutral
we are a top performer in our industry but we see further potential to improve driven by growth scale technology and our strong organisation,positive
by we target a conversion ratio of or higher for the group see more details about the targets on page,neutral
we owe our employees a special thank you for their tireless and impressive effort in very difficult circumstances throughout the year,neutral
the covid crisis has shown us that freight forwarding is still a peopleos business and the results that dsv panalpina has achieved in are due to our people,positive
will be another unpredictable and challenging year but with our strong and flexible business model and the right people on board we will make sure to keep our customerso supply chains flowing,positive
dear stakeholders to our founder herman salling earning customerso faith was at the heart of everything he did,neutral
he never took their trust for granted and he understood that you have to serve your customers by truly adding value to their everyday lives,neutral
if there ever was a year where this wisdom rang true was that year,neutral
following a pair of turbulent years during the covid pandemic turned out even more unpredictable and challenging,negative
the outbreak of war in europe soaring energy costs and alarming inflation brought about a steep rapid drop in consumer confidence and the most profound changes in customer behaviour for decades,negative
across households available funds came under severe pressure and consumers looked to retailers for help to get through financially hard times,neutral
we have aimed to address the challenge short term by absorbing increase in cost rather than passing it on by freezing prices for customers and by testing a brand new discount format,positive
long term we have accelerated our investments in renewable energy sources to reduce dependency on suppliers of fossil fuels and to limit the risk of severely fluctuating energy prices going forward,negative
none of this would have been possible without strong collaboration with suppliers and partners,positive
most of all it would not have materialised without the tremendous effort delivered by our colleagues,positive
we would like to extend a sincere thank you to our teams in stores warehouses and back office functions who worked tirelessly to provide security and stability for our customers throughout the year,neutral
in salling group delivered a revenue of dkk billion with an ebit of dkk billion and an ebitda of dkk billion,positive
profit for the year was dkk billion,positive
however despite highly challenging conditions for consumers and retailers across europe throughout salling group delivered a satisfactory result,positive
new eu legislation and subsequent danish over implementation of the utp protocol in resulted in a negative impact on cash flow of more than dkk billion,negative
paired with a continued high investment level not least in the polish market where salling group completed the conversion from tesco to netto these factors combined to create an overall negative cash flow for the year,negative
effects from currency exposures were minor but the strong us dollar resulted in higher non food prices on products sourced from the far east,positive
increase in electricity prices provided the single largest cost increase in,positive
with a monthly consumption of approximately million kilowatt hours across markets energy costs rose by more than dkk billion,neutral
despite earnings being under pressure we remain fully committed to our short medium and long term sustainability ambitions as we intend to act according to our pledges to stakeholders and to stay true to our own expectations,neutral
in we initiated the massive investment of dkk billion in restructuring our energy consumption and accelerating our road map towards renewable energy,neutral
having adapted even further to challenging market conditions we will remain as ambitious in our capex spending next year ensuring that our strategy remains completely on track despite a continued difficult environment for customers and retailers,negative
while in retailing will be remembered for high inflation rates the first wave was already visible in the th quarter of at around,negative
simultaneously freight rates increased significantly as a result of an imbalance in the transport system and the last major waves of covid,neutral
immediately following the russian invasion in ukraine on february we deemed it necessary to impose restrictions on several everyday items such as sunflower oil as prices more than doubled customers started hoarding and supply became scarce,neutral
on other commodities with short term contracts like milk and sugar price increases from suppliers immediately followed,neutral
shortage in supply and changes in global demand meant the price on items such as beef and pork rose to record high levels,positive
food inflation has continued to rise every single month in reaching a level of almost in denmark and in poland at the end of the year,negative
in denmark the total food market grew by only despite the high inflation level due to changes in consumer patterns,negative
has seen an unprecedented change in behaviour as customers have become more value seeking to mitigate the inflation by shifting their shopping destination towards discount increasing the promotion share of the basket and switching to private label,negative
in this environment one of our most important priorities has been to help our customers get more value for money,neutral
early in the spring we introduced a price cap on more than everyday items in both denmark germany and poland,neutral
the customer promise was extended for the duration of thus eliminating further price increases on specific products such as milk flour bread coffee fruit and vegetables and other frequently purchased goods to provide shoppers relief as household budgets came under pressure,neutral
for a number of years salling group has focused intensively on widening and strengthening our private label assortment across banners,neutral
during we were able to boost the salling master brand significantly with many new items in our mid and high tier range introducing more than private label skus as part of the princip top tier range,neutral
on health products salling group has extended the private label range by another skus offering several additional products within lactose and gluten free and low calorie to present customers with even more choice,neutral
in the autumn we launched the discount banner basalt in denmark testing the new format at different locations at yearos end,neutral
with no chillers significantly reduced range low energy costs and high volumes the low maintenance format delivers savings of approximately versus other discount formats,negative
on the back of launching our climate ambition in we intensified our investment and commitment to battle climate change assuming responsibility across scopes and as we strive to contribute to limiting the global temperature rise to degrees by living up to the paris agreement,neutral
our commitment to net zero carbon emissions in our full value chain by was documented in our application to the science based targets initiative sbti in,neutral
we remain as committed as ever to reduce our own emissions help customers engage employees and commit suppliers to emissions reduction,neutral
through our partnership with the carbon disclosure project we have intensified supplier engagement entering into dialogue with our main suppliers across categories,neutral
following the russian invasion of ukraine we accelerated our energy transition by launching an investment programme of dkk billion over years in the transition from oil and gas to renewable sources and limiting our energy consumption,neutral
over the next three years salling group will remove gas boilers from stores in denmark germany and poland and replace them with electric heat pumps,neutral
stores will install new energy efficient refrigerators and all coolers and freezers will be equipped with glass doors,neutral
parallel to this we plan to install solar panels on the roofs of our stores warehouses and office buildings,neutral
within days of the invasion of ukraine salling group became the first retailer in europe to remove all russian products,neutral
salling group and danchurchaid initiated fund raising activities to aid the victims of the invasion,neutral
at the same time netto poland collaborated with local aid organisations and introduced price reductions on the most purchased basic groceries in stores close to the ukrainian border to help refugees,neutral
with more than million weekly shopping trips in salling group many people rely on us on a daily basis to make the right choices,neutral
our main focus areas within responsibility remain climate and health and we will continue our efforts to make a difference within these areas,neutral
while navigating challenging macroeconomic developments and steering through volatile conditions we have remained on course to fulfil our long term ambitions,negative
a cornerstone in our strategy is the expansion in the polish market where focus has shifted from conversion of stores to growing and optimising sales,positive
across germany denmark and poland the roll out of our modernised netto continues,neutral
the decision to relocate our head offices in germany and poland to berlin and warsaw respectively will improve our ability to attract talent and strengthen our competitiveness,neutral
several other substantial investments were completed in including the large extension of our netto distribution centre,neutral
we will maintain our pursuit of new business opportunities in the years to come while we continue to invest in and strengthen our core,neutral
though market conditions with sustained inflation may be bleak and energy prices will remain high and volatile we are fully convinced that we will be able to take further responsibility in and provide more value to our customers,negative
in the current climate of uncertainty we will find even greater inspiration in the insight of our founder as we remain fully committed to improving everyday life for everyone connected with our business,negative
a resilient business despite the most difficult macroeconomic conditions in recent memory geopolitical and macroeconomic tensions have been at their highest level for many years in following the covid pandemic in the winter and russia s invasion of ukraine in february,positive
will also be remembered as the year marking the return of inflation to levels not seen in the last years,negative
the russian invasion of ukraine exacerbated an already complicated situation with the global economy reeling from covid lockdowns and related supply chain issues,neutral
inflation increased sharply throughout the year ending at close to in many advanced economies,negative
yet tryg managed to produce a robust financial performance against this highly challenging backdrop proving the resilience of its business model,negative
acquired swedish and norwegian businesses of rsa scandinavia fully integrated after obtaining all regulatory approvals and following the demerger on april tryg started to consolidate codan norway and trygg hansa from q and fully integrate these businesses into the private commercial and corporate operating segments,neutral
in connection with the rsa scandinavia transaction we welcomed the swift sale of codan denmark to alm,neutral
brand which was approved in late april thereby finalising the entire rsa scandinavia transaction,neutral
tryg has subsequently initiated a share buyback programme of dkk bn which is expected to last until summer,neutral
as per year end some m shares had been bought for a total value of dkk bn,neutral
overall we can look back on a very successful process that created the largest non life insurance group in scandinavia thereby creating value for our shareholders customers and employees,positive
strong results for the new group tryg reported a technical result of dkk m with full consolidation of codan norway and trygg hansa from q in other words only consolidated for nine months when looking at the full year technical result,positive
tryg is very satisfied with the result in a year of extremely challenging geopolitical circumstances and the highest level of inflation for many decades,positive
the result was positively impacted by solid growth in the private and commercial businesses and improved underlying profitability for the group,positive
profitability initiatives related primarily to the corporate and commercial segments large commercial customers,neutral
the result was also supported by rsa scandinavia related synergies of dkk m against a total target of dkk m in and dkk m for,neutral
trygos most profitable segment the private segment accounting for of total premiums continued to deliver strong growth and high profitability in all countries,positive
in the commercial segment tryg saw an inflow of small commercial customers in line with the strategy of targeting an increased presence in this part of the market,neutral
we are very satisfied with the level of growth in the acquired swedish business which developed positively compared to previous years,positive
the corporate segment reported a slight drop in the business volume in line with expectations as tryg is strongly focused on improving profitability,negative
hence tryg is decreasing the number of the high end international property and us liability segments to rebalance the portfolio and improve profitability,neutral
strong and profitable growth supported by high customer satisfaction in both private and commercial we are very satisfied with the level of profitable growth,positive
tryg has a very strong focus on customers and realised a customer satisfaction score of,positive
tryg generally saw a strong retention rate in both the private and commercial business areas although q was impacted by slightly higher churn especially in the single product customer segment in private in partner agreements,positive
focus on shareholder remuneration tryg expects to return a total dkk bn to its owners between and split between dkk bn in ordinary dividends and the ongoing share buyback programme of dkk bn,neutral
the high shareholder return is supported by the targeted technical result of between dkk bn and bn driven by a combined ratio target of at or below in,neutral
sustainability and esg tryg believes that working systematically to advance sustainability and esg aspects unleashes better business results and customer relationships while also fostering greater innovative power and a more attractive workplace,positive
in tryg continued to focus on delivering sustainable solutions to its customers,neutral
through close collaboration with suppliers tryg was able to reduce co emissions from claims handling by tons putting tryg well on track to reach its target of cutting co emissions by tons co by,neutral
thanks to all employees was a challenging year for all tryg employees impacted by the acquisition of rsaos scandinavian activities,negative
we are very proud that we managed to strongly develop the existing business and significantly improve trygos strategic position by closing a very important acquisition,positive
the supervisory board and the executive board would like to thank all employees for their great efforts in denmark sweden and norway,neutral
was truly a landmark year for tdc net marked by significant strides in network advancements and technology innovations further strengthening our position as a leading digital enabler in denmark,neutral
tdc net launched its new corporate strategy oconnectivity pioneerso in mid september marking a pivotal moment in our journey to securing a dominant position in the connectivity market,neutral
our strategy is built around five key priorities each supported by concrete targets and kpis forming our roadmap to,neutral
by pioneering future connectivity leading our end to end customer experience streamlining our business accelerating a responsible and sustainable transition and transforming our culture and organisation we are laying the foundation for success,neutral
these priorities ensure we stay ahead of technological advancements deliver an unmatched customer experience operate efficiently commit to sustainability and foster a dynamic organisational culture,neutral
this comprehensive approach will not only enhance our revenue streams and competitive edge but will also position tdc net as the leading customer centric and green techco by,neutral
through collective effort and a shared vision we will embrace the role of oconnectivity pioneers o driving innovation courage and commitment to lead and inspire our industry,neutral
our commitment to green technology is crucial for achieving tdc netos sustainability goals,neutral
fibre is far more energy efficient than legacy copper infrastructure,neutral
similarly g reduces energy usage by up to compared with g,neutral
guided by our science based targets we are on track to becoming net zero by with a significant portion of our energy consumption sourced from renewables in,neutral
this year we reduced co emissions by from our baseline reinforcing our leadership towards a low carbon future,negative
as part of our modernisation efforts we are phasing out the fixed copper network that has served denmark for over a century,neutral
by the end of we announced the retirement of legacy central offices scheduled for closure in with the goal of fully decommissioning the network by,neutral
additionally our copper cable recycling programme mitigates anticipated material shortages while benefiting other industries,neutral
in alone tons of copper cables were recycled with volumes expected to increase as the network phase out progresses,positive
this initiative supports our sustainability goals and contributes to a more resource efficient future,neutral
we continue to cement our leadership on next generation fixed fibre and mobile g networks in denmark while also innovating to provide the latest cutting edge technologies to our customers,neutral
we have experienced growth in fibre rgus which underlines our network quality bolstered by our launch of the first gbit and gbit fibre networks for households in denmark,positive
as for our g network we are the clear leader having been awarded the obest mobile networko for the ninth year running with access to g nationwide,neutral
we are also the first provider in denmark and among the forerunners in europe to launch g standalone enabling sa,neutral
in we significantly accelerated our it transformation marking a major milestone on our journey to becoming a fully digital and customer centric techco,neutral
our multi year strategic partnership with infosys a global leader in industry system integration has enabled us to quickly implement industrystandard processes and advanced new platforms,positive
this transformation reflects our dedication to placing customers at the heart of our business and strengthens our leadership in digital innovation within the telecommunications industry,neutral
tdc netos financial health remains robust,neutral
this year we successfully refinanced eur m of debt through a sustainability linked bond which was oversubscribed three times underscoring the marketos confidence in our business model and green vision,neutral
despite the challenging economic landscape our long term profitability affirms our ability to make strategic investments,positive
with an annual investment of dkk bn in allocated primarily to fibre expansion and denmarkos best mobile network we continue to build a futureproof infrastructure that supports denmarkos connectivity ambitions and sustains our business,positive
as the market shifts toward high speed technologies the telecommunications industry faces significant challenges including a faster than expected decline in copper lines and tv subscriptions,negative
moreover the rising need for investment in cutting edge digital infrastructure places additional pressure on optimising costs across all operations,neutral
recognising the necessity for balancing growth with cost efficiency our focus on improving our efficiency will be sharp in the upcoming years,positive
streamlining processes leveraging advanced analytics for better decision making and enhancing automation will be at the forefront of our strategy to ensure we operate at maximum efficiency without compromising on quality and innovation,neutral
to achieve our ambitious goals we are focusing on the continuous growth of our people,positive
in november we launched the tdc net academy giving all employees easy access to more than training sessions for upskilling and exploring new learning territories including over new skills in next generation technologies,neutral
as part of our strategy we have defined three pioneering traits n being explorers courageous and committed n by involving over employees in leadership development and cultural engagement workshops,neutral
these initiatives help us build a stronger and more cohesive team aligning with our goal to transform our culture and organisation,neutral
additionally we have incorporated wellbeing into our health and safety initiatives to better ensure that our team thrives in all aspects of their work life,neutral
guided by a clear mission and supported by a talented team we are committed to delivering resilient secure and sustainable connectivity that drives digital progress and benefits danish society,neutral
while navigating industry dynamics we remain focused on our ambitious vision to become the leading customer centric green techco in denmark,neutral
dear shareholders while the covid pandemic is largely behind us its consequences on healthcare systems globally continue to reverberate,neutral
in addition to the current staffing shortages and procedural backlogs demographic trends and economic constraints will continue to put more pressure on healthcare systems in the coming decades,neutral
at the same time current macroeconomic and geopolitical trends have significantly challenged our operating environment,neutral
at coloplast we are building the consumer healthcare company of the future a company that helps keep people out of the hospital and empowers them to take care of themselves,neutral
while macroeconomic challenges including covid and inflation have put pressure on our performance in the first half of the strive strategic period they have also confirmed the strength of our model as we have been able to maintain solid organic growth and industry leading profitability levels,positive
we aim to emerge even stronger in the second half of strive and position ourselves for long term value creation,neutral
innovation remains a key driver of our organic growth,positive
through differentiated technologies we have been winning in our chronic care core businesses ostomy care and continence care for decades,neutral
we have a strong pipeline in chronic care with a significant number of new product launches over the next few years starting with lujatm our new intermittent catheter,positive
this is the first product from our clinical performance programme and the most important product launch in continence care in the last decade,neutral
at the same time with our strive strategy we set out to actively pursue m a opportunities to build growth and value creation options for the mid and long term,positive
in the last three years we have strengthened our portfolio with three significant acquisitions,neutral
first the intibia technology for treatment of over active bladder in interventional urology which we expect to launch in,neutral
second the addition of voice and respiratory care a new chronic care business area through the atos medical acquisition which we expect to grow p a,neutral
and finally with the latest addition of kerecis we obtain a long term growth business expected to contribute around point to organic growth as of with strong profitability expansion potential and eps accretion expected from,positive
the current inflationary environment has represented a temporary setback for our profitability,neutral
as we look towards the second half of our strive period we expect to come back to an ebit margin of before impact from the kerecis acquisition driven by an easing of the inflationary pressure and continued support from our global operations plans,neutral
through a balanced mix of organic and inorganic initiatives during the first half of the strive period we are well positioned to accelerate our long term organic growth to while maintaining our long term commitment to industry leading profitability of more than,positive
a key highlight from the past year is the acquisition of kerecis an emerging category leader in the biologics wound care segment with a clinically differentiated technology based on intact fish skin,neutral
with kerecis we obtain a unique opportunity to transform our presence in the wound care market and accelerate group growth,positive
our companies share many similarities and fit well together,neutral
we are both on a mission to help more people in need of advanced wound treatment we are leaders in innovation and sustainability and we both share values rooted in nordic cultures,neutral
kerecis has a strong commercial presence in the us providing immediate scale in the market while coloplastos footprint and infrastructure provide a global expansion backbone for kereciso fish skin technology beyond the us,positive
the acquisition is a natural extension of our intent to build growth platforms for the mid and long term beyond our chronic care core businesses,positive
the acquisition of kerecis was financed through an equity capital raise which marked the first time since that coloplast has used the capital markets to raise funds,neutral
we would like to thank our shareholders for the strong interest and participation in the equity raise,positive
business performance highlights we delivered organic growth and an ebit margin of in,positive
the result reflects strong growth above the market across businesses and regions once again proving the strength of our business model and offering,positive
our ebit margin reflects the negative impact from inflation across cost categories,negative
looking at our geographical priorities our us ostomy care business delivered another strong year with double digit growth while in china we maintain a strong market leadership position despite short term impact form the pandemic and consumer sentiment,positive
is the final year of our global operations plan with focus on automation and ramp up of our manufacturing site in costa rica,neutral
we are now launching our global operations plan which will support continued growth and profitability though initiatives on managing input prices continued optimisation of operations and a new manufacturing site in portugal,positive
at the core of our success are our people and culture,neutral
we have a purpose driven organisation with above industry engagement and a stable voluntary turnover level,neutral
with share of diverse teams and share of senior female leaders we continue to advance our diversity and inclusion agenda,neutral
as we continue growing our business we aim to do so in a sustainable way,neutral
we have an ambition to reduce our emissions and improve our products and packaging while operating responsibly,neutral
in we reduced our scope and emissions by from the base year,negative
we also increased our waste recycling rate to,neutral
the board of directors and the executive leadership team continued their strong collaboration during the year based on mutual respect and trust,positive
key topics this year were the acquisition of kerecis and the current macroeconomic environment as well as the launch of our global operations plan which was a key topic at the annual strategy days that the board held in hungary this year,neutral
in coloplastos largest and second largest shareholders niels peter louis hansen and aage og johanne louis hansen a s established a new holding company as part of a generational change,neutral
the aim of the new holding company is to secure a long term and stable ownership of coloplast,neutral
finally we would like to thank our colleagues at coloplast for their commitment and hard work this year,neutral
we would also like to thank our customers and investors for their continued trust and support,neutral
in a year where global consumers in general remained cautious pandora delivered very strong results,positive
we upgraded our guidance three times and closed the year with organic growth and a revenue of dkk billion compared to our latest guidance of dkk billion,positive
while investing in current and future growth we maintained solid profitability delivering a ebit margin in line with our guidance supported by a record high gross margin of,positive
the strong performance in demonstrates the success of our phoenix strategy taking pandora to new heights,positive
as a unique global player in the accessible jewellery market pandora continues to benefit from the shift towards strong brands in a largely fragmented industry gaining market share in many markets,positive
as one of the worldos most valuable brands recognised by interbrand our efforts to strengthen pandoraos brand position have been validated on the global stage,neutral
the essence of our growth strategy is to leverage our existing infrastructure and shift the perception of pandora to a full jewellery brand,positive
we invest in brand awareness and desirability and although the journey has only just begun we are already seeing a very positive response with increased traffic to our stores and online channels,positive
our fuel with more segment grew by in underscoring our evolution beyond charms and bracelets,neutral
with six product platforms aside from our pandora moments collection we are unlocking new growth opportunities alongside further geographical expansion,positive
our store network remains another important growth lever,positive
we opened net new stores in contributing incremental growth and we will continue to expand further through new openings,positive
the rollout of the new store concept continues supporting the ofull jewellery brando transformation,neutral
to support our long term growth we have begun the construction of a new usd million dkk billion crafting facility in vietnam,positive
our stateof the art crafting facilities have enabled us to achieve notable scale advantages over the past years while ensuring high quality and sustainable production,neutral
the facility will boost our crafting capacity by around create jobs and produce up to million pieces of jewellery annually,neutral
sustainability remains a fundamental pillar of the phoenix strategy,neutral
in we continued progress on our three strategic sustainability priorities lowcarbon business circular innovation and inclusive diverse and fair culture,positive
decoupling economic growth from environmental impact will not be a linear journey,positive
we have reduced co emissions across our value chain by since while growing the company by,negative
we aim to cut emissions by by and reach net zero by,negative
the targets are validated by the science based targets initiative,neutral
in august we achieved a significant milestone in circularity by transitioning all our crafting to recycled silver and gold,positive
furthermore our commitment to using only lab grown diamonds and man made stones enables us to further reduce our environmental impact and shape the future of sustainable accessible luxury jewellery,neutral
our dedication to fostering an inclusive diverse and fair culture remains central to our business,neutral
in we made progress towards achieving gender parity in leadership by with women at vp level and above,neutral
through our partnership with unicef we continue to empower children and young people creating opportunities for future generations,neutral
we remain committed to the principles of the united nations global compact and will continue to embed sustainability in our business activities reflecting our belief that responsible growth is key to long term success,positive
as we close the year we thank our customers shareholders and employees for their continued trust in pandora,neutral
there are numerous untapped growth opportunities within our existing business model across various geographies jewellery categories and designs and we see a bright future for our company and look forward to,positive
tdc group following the outbreak of covid tdc group has maintained continuity in all business critical operations with preventive measures being implemented to minimise risk and ensure stable operations,negative
henrik clausen was appointed ceo on february and mike parton who had been constituted ceo since october was reinstated as vice chairman of tdcos board of directors,neutral
the chairman of tdcos board of directors bert nordberg resigned with effect from december and mike parton was appointed as chairman of tdcos board of directors,neutral
tdc net for the fifth year running tdc netos mobile network was hailed as denmarkos best mobile network following tests carried out by the danish technological institute,neutral
tdc net officially launched g in denmark on september,neutral
in the final quarter of tdc net finished the g swap making denmark the first nordic country to have nationwide g coverage,neutral
this achievement was accompanied by tdc net ending the year with a strong fibre rollout bringing the total homes passed for the year to approximately k,positive
nuuday the merger of fullrate into yousee was announced on january and initiated shortly after to provide the best digital products and innovative solutions for both brands,neutral
the first customer migrations were completed according to plan and the process continued in q,neutral
nuuday completed an extensive organisational change in june to introduce a new agile setup with cross functional teams,neutral
prior to the change nuuday worked with a traditional silo mindset which now has been replaced with cross functional teams tasked with improving nuudayos time to market while ensuring all customer needs are accommodated,neutral
in q nuuday launched two new brands youtv and eesy,neutral
youtv is a flexible tv and streaming service where customers can combine their preferred tv channels and streaming services in one application independent of location and underlying network or subscriptions,neutral
eesy complements the current mobile offerings from yousee and telmore and offers a simple mobile product at very competitive pricing still on denmarkos best mobile network,neutral
both launches target a new customer segment,neutral
these additional brands ensure nuuday remains relevant for all households in denmark,neutral
in the last quarter of nuuday took important steps towards becoming the preferred future digital service provider,neutral
nuuday expanded the reach of high speed fibre across denmark adding five new agreements with the utility companies norlys ewii fibia thy mors energi and energifyn to the already well established agreements with eniig and ewii,neutral
this move establishes nuudayos position as the leading provider of highspeed connections in denmark,neutral
meanwhile nuuday has continued transforming towards becoming a more efficient service provider and investing in simplification and standardisation,neutral
this year we did our best to maintain our previous record breaking performance and results,positive
while we have celebrated our achievements we are also aware of the tailwind that contributed to our recent success,neutral
the financial results we report this year are satisfying and motivating,neutral
firstly i am glad that we once again managed to surpass our previous record results in terms of revenue,positive
our skilled colleagues and our longstanding partnerships have propelled us forward and we humbly acknowledge this performance,neutral
not least when witnessing how macroeconomic forces have impacted the fashion industry globally,neutral
inflation energy prices and an increase in costs along with the prevailing financial turmoil have had an impact on our company,positive
despite these challenges it is commendable that we have been able to maintain momentum in our sales,positive
however these circumstances have squeezed our overall results,neutral
as we dwell on our numbers from this year we know we can improve,neutral
as a growth oriented company aware of the positive impact our results can enable we are determined to do better in the coming years and our motivations remain intact,positive
as the global retail landscape undergoes economic change digital revolutions and climate challenges we recognise the need for continuous transformation within our company,neutral
our positive results are essential to our ability to successfully navigate the transition we are undergoing and to us being able to leave a positive impact on the world around us,positive
we are mindful of this fact,neutral
this transformation will require commitment and a long term vision,neutral
as a family owned company with an aspiration to grow our business sustainably bestseller is well placed to achieve our mission to bring fashion forward,neutral
the year was despite obstacles and ever changing challenges successful for bestseller in many ways with a revenue of dkk billion and an operating profit of dkk billion,positive
our retail business with own stores achieved record top and bottom line results,positive
the partnership with our classic wholesale customers was another positive highlight whereas online sales through our direct online and pure online partners faced difficult market conditions and did not contribute positively to sales growth for the first time in many years,positive
these overall positive results were driven by our more than dedicated colleagues who continue to work tirelessly to create value for our partners customers and society,positive
delivering sales growth in a tough and challenging market is very positive and something we are pleased to achieve,positive
however commercial success has also affected some of our other important aspirations,neutral
as our business continues to grow there has not been a decoupling of this growth from the indirect greenhouse gas emissions of our supply chain,positive
reducing our indirect emissions and transforming our business to prepare for a circular future is one of the biggest challenges for our company in the years to come,neutral
in recent years we have reduced our scope greenhouse gas emissions by more than percent,negative
our sustainability strategy fashion fwd has been instrumental in driving progress towards our goals,neutral
it is important to recognise that we still have a long journey ahead,neutral
in this report we will detail how we are continuing to work hard to address this challenge,neutral
by investing in renewable energy using resources efficiently and promoting human rights we believe our business can be a positive force for change,positive
our positive results mean we have the capacity to continue to accelerating this change and throughout this report we describe the actions we are taking now and in the future,positive
three of the most important steps include designing products from materials that have a lower environmental impact with circularity in mind,neutral
working holistically with our partners across the supply chain to reduce emissions,neutral
increasing focus on the use phase of our products to extend life cycle,neutral
in parallel with these steps we are continuously building an understanding of how the planetary ecosystems and society interrelate,neutral
as companies industries and legislators obtain further knowledge of the full ecosystem we will have to find collaborative solutions to reach the required scale and prepare for a circular future,neutral
no company can do this alone,neutral
legislation plays a pivotal role in this regard and we wholeheartedly welcome global legislation and initiatives as crucial instruments for transforming and facilitating change across industries and societies,neutral
by embracing holistic collaboration across the industry with our customers suppliers legislators and other stakeholders we can collectively work towards creating the future we all need for our company our industry our society and the environment,neutral
in bestseller we are determined to do so,neutral
for pandora was a paradox,neutral
on the one hand the pandemic forced us to temporarily close most of our stores and revenue declined dramatically,neutral
many commercial plans had to be cancelled or postponed as focus shifted to protecting customers and employees,neutral
on the other hand marked a milestone in the companyos turnaround,neutral
we are reigniting the desire for pandora,neutral
the positive brand development that started towards the end of continued as we cemented our position as a desirable and affordable luxury brand,positive
the strategic initiatives under programme now showed very strong results and our share price increased,positive
total shareholder return topped both the danish c and the stoxx personal household goods indices,neutral
we were able to leverage new consumer insights across the business and despite the disruption from covid our retail operations proved their resilience,negative
this was particularly evident in our online stores,neutral
as social distancing put limits on physical retail and brickand mortar stores had to close we were able to recoup a lot of revenue thanks to our significant investments in digital initiatives in recent years,neutral
pandoraos online revenue doubled in,neutral
we will continue to invest in our digital capabilities omnichannel initiatives and data analytics,neutral
these are core elements of the brandos future as we aim to stay relevant to different consumer groups while being very competitive in our go to market strategies,neutral
in we changed the way pandora operates,neutral
we completed a strategic reorganisation to bring pandora closer to consumers and ensure more consistent global execution of our product and marketing concepts,positive
the reorganisation has enabled faster decision making and better collaboration,neutral
our agility and operational excellence during the pandemic are solid evidence of the new organisation,positive
pandora also made great progress on the sustainability front in,neutral
we committed to becoming carbon neutral in our own operations by reducing emissions in our full value chain in line with the paris agreement and switching to using only recycled silver and gold in our products by,neutral
these decisions will greatly benefit the environment and have set a new standard for responsible production in the jewellery industry,positive
we also extended our collaboration with unicef after having raised usd million for vulnerable children in the first year of the partnership,positive
some of the funds were directed to covid relief,neutral
we are now preparing a new chapter for pandora,neutral
programme now was launched in late as a two year transformation programme with the main objective of halting the decline in revenue,negative
it has changed the company and the transformation is nearing its completion,neutral
we look forward to presenting a new strategy and embarking on the next era for the company an era of growth in support of our aim to give a voice to peopleos loves,positive
we would like to thank all pandoraos employees for their commitment innovation and perseverance during a very challenging year,negative
i am very proud of how genmab has continued to evolve over the past year while remaining true to its core purpose of improving the lives of patients through the creation and development of innovative and differentiated antibody based medicines,neutral
